[21:45:38.413] {"t":"camera3d","f":"place","a":12},
[21:46:49.419] {"t":"app","f":"onEnter","a":{"name":"i2d-empty:"}},
[21:46:49.419] {"t":"app","f":"onEnter","a":{"name":"escher:"}},
[21:46:49.419] {"t":"app","f":"onEnter","a":{"name":"ECU:"}},
[21:46:49.419] {"t":"timeline","f":"play"},
[21:46:49.420] {"t":"camera3d","f":"addBillboardToScene","a":"bb0"},
[21:46:49.420] {"t":"camera3d","f":"addBillboardToScene","a":"bb1"},
[21:46:49.422] {"t":"camera3d","f":"addBillboardToScene","a":"bb4"},
[21:46:49.423] {"t":"camera3d","f":"addBillboardToScene","a":"bb5"},
[21:46:49.420] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular2"},
[21:46:49.423] {"t":"camera3d","f":"addBillboardToScene","a":"bb7"},
[21:46:49.422] {"t":"camera3d","f":"addBillboardToScene","a":"bb2"},
[21:46:49.422] {"t":"camera3d","f":"addBillboardToScene","a":"bb3"},
[21:46:49.424] {"t":"camera3d","f":"addBillboardToScene","a":"bb8"},
[21:46:49.423] {"t":"camera3d","f":"addBillboardToScene","a":"bb6"},
[21:46:49.424] {"t":"camera3d","f":"addBillboardToScene","a":"bb18"},
[21:46:49.425] {"t":"camera3d","f":"addBillboardToScene","a":"bb19"},
[21:46:49.425] {"t":"camera3d","f":"addBillboardToScene","a":"bb20"},
[21:46:49.425] {"t":"camera3d","f":"addBillboardToScene","a":"bb21"},
[21:46:49.425] {"t":"camera3d","f":"addBillboardToScene","a":"bb22"},
[21:46:49.426] {"t":"camera3d","f":"addBillboardToScene","a":"bb23"},
[21:46:49.426] {"t":"camera3d","f":"addBillboardToScene","a":"bb24"},
[21:46:49.427] {"t":"camera3d","f":"addBillboardToScene","a":"bb26"},
[21:46:49.427] {"t":"camera3d","f":"addBillboardToScene","a":"bb54"},
[21:46:49.427] {"t":"camera3d","f":"addBillboardToScene","a":"bb55"},
[21:46:49.427] {"t":"camera3d","f":"addBillboardToScene","a":"bb56"},
[21:46:49.426] {"t":"camera3d","f":"addBillboardToScene","a":"bb25"},
[21:46:49.428] {"t":"camera3d","f":"addBillboardToScene","a":"bb57"},
[21:46:49.428] {"t":"camera3d","f":"addBillboardToScene","a":"bb58"},
[21:46:49.428] {"t":"camera3d","f":"addBillboardToScene","a":"bb59"},
[21:46:49.429] {"t":"camera3d","f":"addBillboardToScene","a":"bb60"},
[21:46:49.429] {"t":"camera3d","f":"addBillboardToScene","a":"bb61"},
[21:46:49.429] {"t":"camera3d","f":"addBillboardToScene","a":"bb62"},
[21:46:49.429] {"t":"camera3d","f":"addActorToScene","a":"csphere"},
[21:46:49.429] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular2"},
[21:46:49.430] {"t":"camera3d","f":"addBillboardToScene","a":"bb0"},
[21:46:49.430] {"t":"camera3d","f":"addBillboardToScene","a":"bb1"},
[21:46:49.430] {"t":"camera3d","f":"addBillboardToScene","a":"bb2"},
[21:46:49.431] {"t":"camera3d","f":"addBillboardToScene","a":"bb3"},
[21:46:49.431] {"t":"camera3d","f":"addBillboardToScene","a":"bb4"},
[21:46:49.431] {"t":"camera3d","f":"addBillboardToScene","a":"bb5"},
[21:46:49.431] {"t":"camera3d","f":"addBillboardToScene","a":"bb6"},
[21:46:49.431] {"t":"camera3d","f":"addBillboardToScene","a":"bb7"},
[21:46:49.432] {"t":"camera3d","f":"addBillboardToScene","a":"bb8"},
[21:46:49.432] {"t":"camera3d","f":"addBillboardToScene","a":"bb18"},
[21:46:49.432] {"t":"camera3d","f":"addBillboardToScene","a":"bb19"},
[21:46:49.432] {"t":"camera3d","f":"addBillboardToScene","a":"bb20"},
[21:46:49.433] {"t":"camera3d","f":"addBillboardToScene","a":"bb22"},
[21:46:49.433] {"t":"camera3d","f":"addBillboardToScene","a":"bb21"},
[21:46:49.433] {"t":"camera3d","f":"addBillboardToScene","a":"bb23"},
[21:46:49.434] {"t":"camera3d","f":"addBillboardToScene","a":"bb24"},
[21:46:49.434] {"t":"camera3d","f":"addBillboardToScene","a":"bb25"},
[21:46:49.434] {"t":"camera3d","f":"addBillboardToScene","a":"bb54"},
[21:46:49.435] {"t":"camera3d","f":"addBillboardToScene","a":"bb55"},
[21:46:49.435] {"t":"camera3d","f":"addBillboardToScene","a":"bb56"},
[21:46:49.434] {"t":"camera3d","f":"addBillboardToScene","a":"bb26"},
[21:46:49.435] {"t":"camera3d","f":"addBillboardToScene","a":"bb57"},
[21:46:49.436] {"t":"camera3d","f":"addBillboardToScene","a":"bb58"},
[21:46:49.437] {"t":"camera3d","f":"addBillboardToScene","a":"bb59"},
[21:46:49.438] {"t":"camera3d","f":"addBillboardToScene","a":"bb60"},
[21:46:49.439] {"t":"camera3d","f":"addBillboardToScene","a":"bb61"},
[21:46:49.439] {"t":"camera3d","f":"addBillboardToScene","a":"bb62"},
[21:46:49.493] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular"},
[21:46:49.519] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular"},
[21:46:57.338] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[21:46:57.365] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyTo","a":{"r":0.7854,"d":4}}},
[21:46:57.412] {"t":"Mediator","f":"component","a":"narrative"},
[21:46:57.412] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope5"}},
[21:46:57.412] {"t":"timeline","f":"play"},
[21:47:12.341] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"x":0.7854,"immediateRender":false}}]}}}}},
[21:47:12.358] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyTo","a":{"r":0.7854,"d":4}}},
[21:47:12.400] {"t":"Mediator","f":"component","a":"narrative"},
[21:47:12.400] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[21:47:12.400] {"t":"timeline","f":"play"},
[21:47:27.344] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"billboardsFaceCamera"}},
[21:47:33.451] {"t":"camera3d","f":"pan (look) left","a":37},
[21:47:33.477] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"panflyBy","a":{"r":0.19635,"d":3}}},
[21:47:33.479] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"y":0.98175,"immediateRender":false}}]}}}}},
[21:47:33.505] {"t":"Mediator","f":"component","a":"narrative"},
[21:47:33.508] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[21:47:33.509] {"t":"timeline","f":"play"},
[21:47:36.450] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"y":-0.7854,"immediateRender":false}}]}}}}},
[21:47:36.470] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyTo","a":{"r":-0.7854,"d":4}}},
[21:47:36.548] {"t":"Mediator","f":"component","a":"narrative"},
[21:47:36.548] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[21:47:36.548] {"t":"timeline","f":"play"},
[21:47:52.347] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"x":-0.7854,"immediateRender":false}}]}}}}},
[21:47:52.371] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyTo","a":{"r":-0.7854,"d":4}}},
[21:47:52.379] {"t":"Mediator","f":"component","a":"narrative"},
[21:47:52.379] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope9"}},
[21:47:52.379] {"t":"timeline","f":"play"},
[21:48:02.375] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"escher"}},
[21:48:02.948] {"t":"Mediator","f":"component","a":"narrative"},
[21:48:02.949] {"t":"app","f":"onEnter","a":{"name":"escher:"}},
[21:48:02.949] {"t":"app","f":"onEnter","a":{"name":"i3d-simple:simple_red"}},
[21:48:02.950] {"t":"camera3d","f":"changeTemplateScene"},
[21:48:02.950] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:mf2d0"}},
[21:48:02.950] {"t":"app","f":"onEnter","a":{"name":"base-skycube:no_anim"}},
[21:48:02.950] {"t":"app","f":"onEnter","a":{"name":"shot-anim:s0"}},
[21:48:02.951] {"t":"timeline","f":"play"},
[21:48:02.951] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[21:48:02.951] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[21:48:02.951] {"t":"camera3d","f":"addActorToScene","a":"csphere"},
[21:48:02.951] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[21:48:02.951] {"t":"camera3d","f":"addActorToScene","a":"cube0_0"},
[21:48:02.952] {"t":"camera3d","f":"addActorToScene","a":"cube0_1"},
[21:48:02.952] {"t":"camera3d","f":"addActorToScene","a":"cube0_0"},
[21:48:02.952] {"t":"camera3d","f":"addActorToScene","a":"cube0_1"},
[21:48:02.952] {"t":"camera3d","f":"addActorToScene","a":"cube0_0"},
[21:48:02.952] {"t":"camera3d","f":"addActorToScene","a":"cube0_1"},
[21:48:17.358] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_state","a":"circle://i2d-scene:disks0///"}},
[21:48:17.451] {"t":"Mediator","f":"component","a":"narrative"},
[21:48:17.451] {"t":"app","f":"onEnter","a":{"name":"ircle:"}},
[21:48:17.451] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:disks0"}},
[21:48:17.451] {"t":"timeline","f":"play"},
[21:48:36.049] {"t":"Mediator","f":"component","a":"narrative"},
[21:48:36.258] {"t":"app","f":"onEnter","a":{"name":"escher:"}},
[21:48:36.258] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:mf2d0"}},
[21:48:36.258] {"t":"timeline","f":"reverse"},
[21:48:40.888] {"t":"Mediator","f":"component","a":"narrative"},
[21:48:40.964] {"t":"app","f":"onEnter","a":{"name":"ircle:"}},
[21:48:40.964] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:disks0"}},
[21:48:40.964] {"t":"timeline","f":"play"},
[21:49:04.649] {"t":"camera2d","f":"zoom-in","a":90},
[21:49:04.656] {"t":"Mediator","f":"record","a":{"t":"camera2d","f":"zoomcutBy","a":{"s":1.1111}}},
[21:49:04.656] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":0,"p":{"scale":1.1111,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[21:49:10.417] {"t":"camera2d","f":"zoom-out","a":88},
[21:49:10.429] {"t":"Mediator","f":"record","a":{"t":"camera2d","f":"zoomcutBy","a":{"s":0.9}}},
[21:49:10.430] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":0,"p":{"scale":0.99999,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[21:49:28.224] {"t":"camera2d","f":"dollyX-","a":87},
[21:49:28.225] {"t":"Mediator","f":"record","a":{"t":"camera2d","f":"dollyflyBy","a":{"x":-10,"d":3}}},
[21:49:28.225] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":-10,"y":0,"immediateRender":false}}]}}}}},
