[22:44:57.912] {"t":"camera3d","f":"place","a":12},
[22:46:09.163] {"t":"camera3d","f":"addBillboardToScene","a":"bb26"},
[22:46:09.158] {"t":"camera3d","f":"addBillboardToScene","a":"bb2"},
[22:46:09.163] {"t":"camera3d","f":"addBillboardToScene","a":"bb24"},
[22:46:09.158] {"t":"camera3d","f":"addBillboardToScene","a":"bb3"},
[22:46:09.165] {"t":"camera3d","f":"addBillboardToScene","a":"bb58"},
[22:46:09.166] {"t":"camera3d","f":"addBillboardToScene","a":"bb59"},
[22:46:09.167] {"t":"camera3d","f":"addActorToScene","a":"csphere"},
[22:46:09.163] {"t":"camera3d","f":"addBillboardToScene","a":"bb25"},
[22:46:09.167] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular2"},
[22:46:09.169] {"t":"camera3d","f":"addBillboardToScene","a":"bb2"},
[22:46:09.161] {"t":"camera3d","f":"addBillboardToScene","a":"bb19"},
[22:46:09.171] {"t":"camera3d","f":"addBillboardToScene","a":"bb7"},
[22:46:09.166] {"t":"camera3d","f":"addBillboardToScene","a":"bb60"},
[22:46:09.162] {"t":"camera3d","f":"addBillboardToScene","a":"bb22"},
[22:46:09.173] {"t":"camera3d","f":"addBillboardToScene","a":"bb19"},
[22:46:09.173] {"t":"camera3d","f":"addBillboardToScene","a":"bb21"},
[22:46:09.174] {"t":"camera3d","f":"addBillboardToScene","a":"bb24"},
[22:46:09.175] {"t":"camera3d","f":"addBillboardToScene","a":"bb25"},
[22:46:09.173] {"t":"camera3d","f":"addBillboardToScene","a":"bb22"},
[22:46:09.177] {"t":"camera3d","f":"addBillboardToScene","a":"bb58"},
[22:46:09.168] {"t":"camera3d","f":"addBillboardToScene","a":"bb1"},
[22:46:09.177] {"t":"camera3d","f":"addBillboardToScene","a":"bb59"},
[22:46:09.176] {"t":"camera3d","f":"addBillboardToScene","a":"bb56"},
[22:46:09.174] {"t":"camera3d","f":"addBillboardToScene","a":"bb23"},
[22:46:09.166] {"t":"camera3d","f":"addBillboardToScene","a":"bb61"},
[22:46:09.175] {"t":"camera3d","f":"addBillboardToScene","a":"bb26"},
[22:46:09.176] {"t":"camera3d","f":"addBillboardToScene","a":"bb54"},
[22:46:09.158] {"t":"camera3d","f":"addBillboardToScene","a":"bb5"},
[22:46:09.164] {"t":"camera3d","f":"addBillboardToScene","a":"bb54"},
[22:46:09.158] {"t":"camera3d","f":"addBillboardToScene","a":"bb4"},
[22:46:09.164] {"t":"camera3d","f":"addBillboardToScene","a":"bb55"},
[22:46:09.160] {"t":"camera3d","f":"addBillboardToScene","a":"bb8"},
[22:46:09.176] {"t":"camera3d","f":"addBillboardToScene","a":"bb55"},
[22:46:09.176] {"t":"camera3d","f":"addBillboardToScene","a":"bb57"},
[22:46:09.155] {"t":"app","f":"onEnter","a":{"name":"i2d-empty:"}},
[22:46:09.180] {"t":"camera3d","f":"addBillboardToScene","a":"bb62"},
[22:46:09.162] {"t":"camera3d","f":"addBillboardToScene","a":"bb20"},
[22:46:09.164] {"t":"camera3d","f":"addBillboardToScene","a":"bb56"},
[22:46:09.171] {"t":"camera3d","f":"addBillboardToScene","a":"bb8"},
[22:46:09.164] {"t":"camera3d","f":"addBillboardToScene","a":"bb57"},
[22:46:09.167] {"t":"camera3d","f":"addBillboardToScene","a":"bb62"},
[22:46:09.171] {"t":"camera3d","f":"addBillboardToScene","a":"bb5"},
[22:46:09.173] {"t":"camera3d","f":"addBillboardToScene","a":"bb20"},
[22:46:09.170] {"t":"camera3d","f":"addBillboardToScene","a":"bb3"},
[22:46:09.172] {"t":"camera3d","f":"addBillboardToScene","a":"bb18"},
[22:46:09.159] {"t":"camera3d","f":"addBillboardToScene","a":"bb6"},
[22:46:09.170] {"t":"camera3d","f":"addBillboardToScene","a":"bb4"},
[22:46:09.156] {"t":"app","f":"onEnter","a":{"name":"ECU:"}},
[22:46:09.156] {"t":"app","f":"onEnter","a":{"name":"escher:"}},
[22:46:09.171] {"t":"camera3d","f":"addBillboardToScene","a":"bb6"},
[22:46:09.167] {"t":"camera3d","f":"addBillboardToScene","a":"bb0"},
[22:46:09.178] {"t":"camera3d","f":"addBillboardToScene","a":"bb60"},
[22:46:09.179] {"t":"camera3d","f":"addBillboardToScene","a":"bb61"},
[22:46:09.203] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular"},
[22:46:09.258] {"t":"camera3d","f":"addBillboardToScene","a":"bb_singular"},
[22:46:16.794] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[22:46:16.823] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyTo","a":{"r":0.7854,"d":4}}},
[22:46:16.838] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope5"}},
[22:46:16.838] {"t":"Mediator","f":"component","a":"narrative"},
[22:46:16.838] {"t":"timeline","f":"play"},
[22:46:31.794] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"x":0.7854,"immediateRender":false}}]}}}}},
[22:46:31.816] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyTo","a":{"r":0.7854,"d":4}}},
[22:46:31.818] {"t":"Mediator","f":"component","a":"narrative"},
[22:46:31.819] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[22:46:31.824] {"t":"timeline","f":"play"},
[22:46:41.796] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"billboardsFaceCamera"}},
[22:46:51.799] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"x":0,"immediateRender":false}}]}}}}},
[22:46:51.816] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyBy","a":{"r":-0.7854,"d":4}}},
[22:46:51.850] {"t":"Mediator","f":"component","a":"narrative"},
[22:46:51.850] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[22:46:51.850] {"t":"timeline","f":"play"},
[22:47:06.801] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"y":0,"immediateRender":false}}]}}}}},
[22:47:06.819] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyBy","a":{"r":-0.7854,"d":4}}},
[22:47:06.869] {"t":"Mediator","f":"component","a":"narrative"},
[22:47:06.869] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[22:47:06.869] {"t":"timeline","f":"play"},
[22:47:16.822] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"circle"}},
[22:47:17.299] {"t":"Mediator","f":"component","a":"narrative"},
[22:47:17.300] {"t":"app","f":"onEnter","a":{"name":"circle:"}},
[22:47:17.300] {"t":"app","f":"onEnter","a":{"name":"i3d-simple:simple_red"}},
[22:47:17.301] {"t":"camera3d","f":"changeTemplateScene"},
[22:47:17.301] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:disks0"}},
[22:47:17.302] {"t":"app","f":"onEnter","a":{"name":"base-skycube:test_cube"}},
[22:47:17.303] {"t":"timeline","f":"play"},
[22:47:17.303] {"t":"app","f":"onEnter","a":{"name":"shot-graft:a0"}},
[22:47:17.309] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[22:47:17.313] {"t":"camera3d","f":"addActorToScene","a":"csphere"},
[22:47:17.314] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[22:47:17.317] {"t":"camera3d","f":"addActorToScene","a":"cube0_0"},
[22:47:17.319] {"t":"camera3d","f":"addActorToScene","a":"cube0_1"},
[22:47:17.319] {"t":"camera3d","f":"addActorToScene","a":"cube0_0"},
[22:47:17.320] {"t":"camera3d","f":"addActorToScene","a":"cube0_1"},
[22:47:17.320] {"t":"camera3d","f":"addActorToScene","a":"cube0_0"},
[22:47:17.320] {"t":"camera3d","f":"addActorToScene","a":"cube0_1"},
[22:47:17.308] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[22:47:31.832] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_state","a":"escher://i2d-scene:mf2d0///"}},
[22:47:32.072] {"t":"Mediator","f":"component","a":"narrative"},
[22:47:32.072] {"t":"app","f":"onEnter","a":{"name":"scher:"}},
[22:47:32.072] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:mf2d0"}},
[22:47:32.072] {"t":"timeline","f":"play"},
[22:47:41.808] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":4,"p":{"x":10,"y":10,"immediateRender":false}}]}}}}},
