[16:30:27.691] {"t":"camera3d","f":"place","a":12},
[16:32:26.735] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[16:32:26.737] {"t":"timeline","f":"play"},
[16:32:36.680] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[16:32:36.698] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"center","a":{"d":3}}},
[16:32:36.734] {"t":"Mediator","f":"component","a":"narrative"},
[16:32:36.735] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[16:32:36.737] {"t":"timeline","f":"play"},
[16:32:46.684] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:scale":[{"dur":3,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[16:32:46.690] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"home","a":{"d":3}}},
[16:32:46.735] {"t":"Mediator","f":"component","a":"narrative"},
[16:32:46.735] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[16:32:46.738] {"t":"timeline","f":"play"},
[16:33:01.684] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":-13.399299709126353,"y":-1.6035732091404498,"z":-9.278467821422964},{"x":-25.62332988716662,"y":18.928390298970044,"z":-11.224235517438501},{"x":0.15281913802027702,"y":23.616456852760166,"z":3.7195707438513637},{"x":7.023556160274893,"y":-9.625824282411486,"z":-1.7857784708030522},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[16:33:01.689] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[16:33:01.705] {"t":"Mediator","f":"component","a":"narrative"},
[16:33:01.705] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope9"}},
[16:33:01.706] {"t":"timeline","f":"play"},
[16:33:21.698] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[16:33:21.714] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyBy","a":{"r":0.7854,"d":3}}},
[16:33:21.740] {"t":"Mediator","f":"component","a":"narrative"},
[16:33:21.741] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope10"}},
[16:33:21.742] {"t":"timeline","f":"play"},
[16:33:24.704] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0.7854,"immediateRender":false}}]}}}}},
[16:33:24.723] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyBy","a":{"r":0.7854,"d":3}}},
[16:33:24.744] {"t":"Mediator","f":"component","a":"narrative"},
[16:33:24.745] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope11"}},
[16:33:24.745] {"t":"timeline","f":"play"},
[16:33:36.687] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"lookAt"}},
[16:33:46.689] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"z":-1.57,"immediateRender":false}}]}}}}},
[16:33:46.702] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"rollflyTo","a":{"r":-1.57,"d":4}}},
[16:33:46.721] {"t":"Mediator","f":"component","a":"narrative"},
[16:33:46.721] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope12"}},
[16:33:46.721] {"t":"timeline","f":"play"},
[16:34:01.691] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"z":-1.1773,"immediateRender":false}}]}}}}},
[16:34:01.701] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"rollflyBy","a":{"r":0.3927,"d":4}}},
[16:34:01.712] {"t":"Mediator","f":"component","a":"narrative"},
[16:34:01.712] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope13"}},
[16:34:01.712] {"t":"timeline","f":"play"},
[16:34:16.694] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":4,"p":{"z":-0.7846,"immediateRender":false}}]}}}}},
[16:34:16.714] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"rollflyBy","a":{"r":0.3927,"d":4}}},
[16:34:16.725] {"t":"Mediator","f":"component","a":"narrative"},
[16:34:16.726] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope14"}},
[16:34:16.726] {"t":"timeline","f":"play"},
[16:34:26.696] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[16:34:26.711] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"center","a":{"d":3}}},
[16:34:26.728] {"t":"Mediator","f":"component","a":"narrative"},
[16:34:26.729] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope15"}},
[16:34:26.729] {"t":"timeline","f":"play"},
[16:34:36.699] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"y":1.57,"immediateRender":false}}]}}}}},
[16:34:36.709] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"yawflyTo","a":{"r":1.57,"d":3}}},
[16:34:36.722] {"t":"Mediator","f":"component","a":"narrative"},
[16:34:36.722] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope16"}},
[16:34:36.722] {"t":"timeline","f":"play"},
[16:34:51.705] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"y":0.7846000000000001,"immediateRender":false}}]}}}}},
[16:34:51.716] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"yawflyBy","a":{"r":-0.7854,"d":3}}},
[16:34:51.728] {"t":"Mediator","f":"component","a":"narrative"},
[16:34:51.731] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope17"}},
[16:34:51.731] {"t":"timeline","f":"play"},
[16:35:06.707] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"y":-0.0007999999999999119,"immediateRender":false}}]}}}}},
[16:35:06.728] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"yawflyBy","a":{"r":-0.7854,"d":3}}},
[16:35:06.742] {"t":"Mediator","f":"component","a":"narrative"},
[16:35:06.743] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope18"}},
[16:35:06.744] {"t":"timeline","f":"play"},
[16:35:16.708] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"x":-1.57,"immediateRender":false}}]}}}}},
[16:35:16.722] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"pitchflyTo","a":{"r":-1.57,"d":3}}},
[16:35:16.736] {"t":"Mediator","f":"component","a":"narrative"},
[16:35:16.736] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope19"}},
[16:35:16.736] {"t":"timeline","f":"play"},
[16:35:31.711] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"x":-0.7846000000000001,"immediateRender":false}}]}}}}},
[16:35:31.743] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"pitchflyBy","a":{"r":0.7854,"d":3}}},
[16:35:31.770] {"t":"Mediator","f":"component","a":"narrative"},
[16:35:31.771] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope20"}},
[16:35:31.771] {"t":"timeline","f":"play"},
[16:35:41.716] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"x":0.0007999999999999119,"immediateRender":false}}]}}}}},
[16:35:41.739] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"pitchflyBy","a":{"r":0.7854,"d":3}}},
[16:35:41.765] {"t":"Mediator","f":"component","a":"narrative"},
[16:35:41.766] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope21"}},
[16:35:41.766] {"t":"timeline","f":"play"},
[16:35:56.737] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"dollyflyTo","a":{"x":20,"y":-20,"z":-30,"d":3}}},
[16:35:56.745] {"t":"Mediator","f":"component","a":"narrative"},
[16:35:56.746] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope22"}},
[16:35:56.747] {"t":"timeline","f":"play"},
[16:35:56.715] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":-20,"z":-30,"immediateRender":false}}]}}}}},
[16:36:06.716] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":6,"p":{"x":20,"y":-20,"z":30,"immediateRender":false}}]}}}}},
[16:36:06.724] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"dollyflyTo","a":{"x":20,"y":-20,"z":30,"d":6}}},
[16:36:06.742] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope23"}},
[16:36:06.742] {"t":"Mediator","f":"component","a":"narrative"},
[16:36:06.742] {"t":"timeline","f":"play"},
[16:36:16.727] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0.7854,"immediateRender":false}}]}}}}},
[16:36:16.745] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyBy","a":{"r":0.7854,"d":3}}},
[16:36:16.768] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope24"}},
[16:36:16.768] {"t":"timeline","f":"play"},
[16:36:16.768] {"t":"Mediator","f":"component","a":"narrative"},
[16:36:26.727] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":3,"p":{"x":2,"y":2,"z":2,"immediateRender":false}}]}}}}},
[16:36:26.745] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":2,"d":3}}},
[16:36:26.792] {"t":"timeline","f":"play"},
[16:36:26.791] {"t":"Mediator","f":"component","a":"narrative"},
[16:36:26.792] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope25"}},
[16:36:41.726] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:scale":[{"dur":3,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[16:36:41.737] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"home","a":{"d":3}}},
[16:36:41.783] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope26"}},
[16:36:41.783] {"t":"timeline","f":"play"},
[16:36:41.783] {"t":"Mediator","f":"component","a":"narrative"},
