[14:56:50.012] {"t":"camera3d","f":"place","a":12},
[14:57:58.714] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:57:58.724] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"center","a":{"d":3}}},
[14:57:58.757] {"t":"Mediator","f":"component","a":"narrative"},
[14:57:58.757] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope3"}},
[14:57:58.757] {"t":"timeline","f":"play"},
[14:58:13.713] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:58:13.731] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"home","a":{"d":3}}},
[14:58:13.765] {"t":"Mediator","f":"component","a":"narrative"},
[14:58:13.766] {"t":"timeline","f":"play"},
[14:58:13.766] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope4"}},
[14:58:23.714] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"rotation":-90,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:58:23.731] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"rollflyTo","a":{"r":-90,"d":3}}},
[14:58:23.744] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope5"}},
[14:58:23.744] {"t":"timeline","f":"play"},
[14:58:23.743] {"t":"Mediator","f":"component","a":"narrative"},
[14:58:33.717] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"rotation":45,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:58:33.729] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"rollflyTo","a":{"r":45,"d":3}}},
[14:58:33.738] {"t":"Mediator","f":"component","a":"narrative"},
[14:58:33.739] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[14:58:33.739] {"t":"timeline","f":"play"},
[14:58:43.717] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"rotation":90,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:58:43.729] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"rollflyBy","a":{"r":45,"d":3}}},
[14:58:43.777] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[14:58:43.774] {"t":"Mediator","f":"component","a":"narrative"},
[14:58:43.777] {"t":"timeline","f":"play"},
[14:58:58.720] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":0,"immediateRender":false}}]}}}}},
[14:58:58.733] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":20,"d":3}}},
[14:58:58.745] {"t":"Mediator","f":"component","a":"narrative"},
[14:58:58.746] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[14:58:58.747] {"t":"timeline","f":"play"},
[14:59:08.722] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":-20,"immediateRender":false}}]}}}}},
[14:59:08.735] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"y":20,"d":3}}},
[14:59:08.778] {"t":"Mediator","f":"component","a":"narrative"},
[14:59:08.779] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope9"}},
[14:59:08.779] {"t":"timeline","f":"play"},
[14:59:23.726] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":-20,"immediateRender":false}}]}}}}},
[14:59:23.743] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":0,"d":3}}},
[14:59:23.781] {"t":"Mediator","f":"component","a":"narrative"},
[14:59:23.782] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope10"}},
[14:59:23.782] {"t":"timeline","f":"play"},
[14:59:33.727] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":40,"immediateRender":false}}]}}}}},
[14:59:33.744] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"y":-40,"d":3}}},
[14:59:33.794] {"t":"Mediator","f":"component","a":"narrative"},
[14:59:33.795] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope11"}},
[14:59:33.795] {"t":"timeline","f":"play"},
[14:59:48.728] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":40,"immediateRender":false}}]}}}}},
[14:59:48.742] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":20,"d":3}}},
[14:59:48.787] {"t":"Mediator","f":"component","a":"narrative"},
[14:59:48.787] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope12"}},
[14:59:48.787] {"t":"timeline","f":"play"},
[14:59:58.732] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":40,"immediateRender":false}}]}}}}},
[14:59:58.751] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":0,"d":3}}},
[14:59:58.785] {"t":"Mediator","f":"component","a":"narrative"},
[14:59:58.785] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope13"}},
[14:59:58.785] {"t":"timeline","f":"play"},
[15:00:08.732] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":-29.53471703454852,"y":7.297777757048607},{"x":-5.0877660443075,"y":-21.17385698016733},{"x":7.8176725236698985,"y":-10.486285323277116},{"x":4.594334727153182,"y":4.8004455445334315},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[15:00:08.749] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[15:00:08.796] {"t":"Mediator","f":"component","a":"narrative"},
[15:00:08.796] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope14"}},
[15:00:08.796] {"t":"timeline","f":"play"},
