[19:05:47.433] {"t":"camera3d","f":"place","a":12},
[19:11:06.429] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"y":0.7846000000000001,"immediateRender":false}}]}}}}},
[19:11:06.460] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"yawflyBy","a":{"r":-0.7854,"d":3}}},
[19:11:06.504] {"t":"Mediator","f":"component","a":"narrative"},
[19:11:06.506] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope17"}},
[19:11:06.507] {"t":"timeline","f":"play"},
[19:11:21.451] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"y":-0.0007999999999999119,"immediateRender":false}}]}}}}},
[19:11:21.459] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"yawflyBy","a":{"r":-0.7854,"d":3}}},
[19:11:21.497] {"t":"Mediator","f":"component","a":"narrative"},
[19:11:21.497] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope18"}},
[19:11:21.497] {"t":"timeline","f":"play"},
[19:11:31.437] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"x":-1.57,"immediateRender":false}}]}}}}},
[19:11:31.454] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"pitchflyTo","a":{"r":-1.57,"d":3}}},
[19:11:31.459] {"t":"Mediator","f":"component","a":"narrative"},
[19:11:31.459] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope19"}},
[19:11:31.459] {"t":"timeline","f":"play"},
[19:11:41.437] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"x":-0.7846000000000001,"immediateRender":false}}]}}}}},
[19:11:41.458] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"pitchflyBy","a":{"r":0.7854,"d":3}}},
[19:11:41.484] {"t":"Mediator","f":"component","a":"narrative"},
[19:11:41.484] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope20"}},
[19:11:41.484] {"t":"timeline","f":"play"},
[19:11:56.443] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"x":0.0007999999999999119,"immediateRender":false}}]}}}}},
[19:11:56.458] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"pitchflyBy","a":{"r":0.7854,"d":3}}},
[19:11:56.475] {"t":"Mediator","f":"component","a":"narrative"},
[19:11:56.476] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope21"}},
[19:11:56.476] {"t":"timeline","f":"play"},
[19:12:11.440] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":-20,"z":-30,"immediateRender":false}}]}}}}},
[19:12:11.462] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"dollyflyTo","a":{"x":20,"y":-20,"z":-30,"d":3}}},
[19:12:11.480] {"t":"Mediator","f":"component","a":"narrative"},
[19:12:11.480] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope22"}},
[19:12:11.480] {"t":"timeline","f":"play"},
[19:12:26.446] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":6,"p":{"x":20,"y":-20,"z":30,"immediateRender":false}}]}}}}},
[19:12:26.472] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"dollyflyTo","a":{"x":20,"y":-20,"z":30,"d":6}}},
[19:12:26.497] {"t":"Mediator","f":"component","a":"narrative"},
[19:12:26.498] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope23"}},
[19:12:26.498] {"t":"timeline","f":"play"},
[19:12:36.445] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0.7854,"immediateRender":false}}]}}}}},
[19:12:36.465] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyBy","a":{"r":0.7854,"d":3}}},
[19:12:36.472] {"t":"Mediator","f":"component","a":"narrative"},
[19:12:36.472] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope24"}},
[19:12:36.472] {"t":"timeline","f":"play"},
[19:12:46.447] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":3,"p":{"x":2,"y":2,"z":2,"immediateRender":false}}]}}}}},
[19:12:46.474] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":2,"d":3}}},
[19:12:46.476] {"t":"Mediator","f":"component","a":"narrative"},
[19:12:46.476] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope25"}},
[19:12:46.477] {"t":"timeline","f":"play"},
[19:13:01.454] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:scale":[{"dur":3,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[19:13:01.474] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"home","a":{"d":3}}},
[19:13:01.521] {"t":"Mediator","f":"component","a":"narrative"},
[19:13:01.522] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope26"}},
[19:13:01.522] {"t":"timeline","f":"play"},
