[14:32:14.028] {"t":"camera3d","f":"place","a":12},
[14:33:57.945] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"rotation":-90,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:33:57.968] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"rollflyTo","a":{"r":-90,"d":3}}},
[14:33:57.980] {"t":"Mediator","f":"component","a":"narrative"},
[14:33:57.980] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[14:33:57.980] {"t":"timeline","f":"play"},
[14:34:07.942] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"rotation":-45,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:34:07.963] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"rollflyBy","a":{"r":45,"d":3}}},
[14:34:07.972] {"t":"Mediator","f":"component","a":"narrative"},
[14:34:07.972] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[14:34:07.973] {"t":"timeline","f":"play"},
[14:34:22.948] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":0,"immediateRender":false}}]}}}}},
[14:34:22.972] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":20,"d":3}}},
[14:34:22.975] {"t":"Mediator","f":"component","a":"narrative"},
[14:34:22.975] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[14:34:22.975] {"t":"timeline","f":"play"},
[14:34:37.947] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":-20,"immediateRender":false}}]}}}}},
[14:34:37.970] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"y":20,"d":3}}},
[14:34:37.972] {"t":"Mediator","f":"component","a":"narrative"},
[14:34:37.972] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope9"}},
[14:34:37.972] {"t":"timeline","f":"play"},
[14:34:47.951] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":-20,"immediateRender":false}}]}}}}},
[14:34:47.967] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":0,"d":3}}},
[14:34:47.975] {"t":"Mediator","f":"component","a":"narrative"},
[14:34:47.977] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope10"}},
[14:34:47.977] {"t":"timeline","f":"play"},
[14:34:57.953] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":40,"immediateRender":false}}]}}}}},
[14:34:57.975] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"y":-40,"d":3}}},
[14:34:58.047] {"t":"Mediator","f":"component","a":"narrative"},
[14:34:58.048] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope11"}},
[14:34:58.048] {"t":"timeline","f":"play"},
[14:35:12.952] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":40,"immediateRender":false}}]}}}}},
[14:35:12.977] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":20,"d":3}}},
[14:35:12.978] {"t":"Mediator","f":"component","a":"narrative"},
[14:35:12.978] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope12"}},
[14:35:12.978] {"t":"timeline","f":"play"},
[14:35:22.954] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":40,"immediateRender":false}}]}}}}},
[14:35:22.977] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":0,"d":3}}},
[14:35:22.982] {"t":"Mediator","f":"component","a":"narrative"},
[14:35:22.982] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope13"}},
[14:35:22.982] {"t":"timeline","f":"play"},
[14:35:37.957] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":-5.291532729752362,"y":2.7086152718402445},{"x":-27.291102383751422,"y":-26.656435509212315},{"x":15.843708103056997,"y":-8.495496001560241},{"x":22.422587375622243,"y":24.245844706892967},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[14:35:37.983] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[14:35:38.023] {"t":"Mediator","f":"component","a":"narrative"},
[14:35:38.023] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope14"}},
[14:35:38.024] {"t":"timeline","f":"play"},
