[18:35:17.020] {"t":"camera3d","f":"place","a":12},
[18:39:16.799] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":-29.089057703968138,"y":-17.848980794660747},{"x":-9.40267313271761,"y":1.3696031318977475},{"x":28.74285207130015,"y":8.069787158165127},{"x":0.23556150728836656,"y":-14.508704866748303},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[18:39:16.808] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[18:39:16.826] {"t":"Mediator","f":"component","a":"narrative"},
[18:39:16.828] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope3"}},
[18:39:16.828] {"t":"timeline","f":"play"},
[18:39:36.808] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":1,"d":8}}},
[18:39:36.822] {"t":"Mediator","f":"component","a":"narrative"},
[18:39:36.823] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope4"}},
[18:39:36.823] {"t":"timeline","f":"play"},
[18:39:36.791] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":8,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}]}}}}},
[18:40:35.747] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}]}}}}},
[18:40:35.767] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"z":0,"d":3}}},
[18:40:35.769] {"t":"Mediator","f":"component","a":"narrative"},
[18:40:35.770] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope5"}},
[18:40:35.770] {"t":"timeline","f":"play"},
[18:40:38.749] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":24.535010741092265,"y":-16.068670393433422},{"x":-10.370160934980959,"y":-10.480570297222584},{"x":-26.25498861540109,"y":2.918120347894728},{"x":24.89829453639686,"y":25.77935945475474},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[18:40:38.773] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[18:40:38.819] {"t":"Mediator","f":"component","a":"narrative"},
[18:40:38.820] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[18:40:38.820] {"t":"timeline","f":"play"},
[18:40:48.742] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":8,"p":{"x":2,"y":2,"z":2,"immediateRender":false}}]}}}}},
[18:40:48.771] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":2,"d":8}}},
[18:40:48.788] {"t":"Mediator","f":"component","a":"narrative"},
[18:40:48.788] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[18:40:48.789] {"t":"timeline","f":"play"},
[18:40:56.757] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":-15.891647476237267,"y":-22.69315280718729},{"x":-14.086601736489683,"y":2.298926969524473},{"x":22.847375026904047,"y":1.7695613508112729},{"x":15.982279675081372,"y":-4.199298843741417},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[18:40:56.776] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[18:40:56.789] {"t":"Mediator","f":"component","a":"narrative"},
[18:40:56.789] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[18:40:56.789] {"t":"timeline","f":"play"},
[18:41:16.770] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":8,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}]}}}}},
[18:41:16.796] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":1,"d":8}}},
[18:41:16.813] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope9"}},
[18:41:16.813] {"t":"timeline","f":"play"},
[18:41:16.813] {"t":"Mediator","f":"component","a":"narrative"},
[18:42:15.748] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}]}}}}},
[18:42:15.783] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"z":0,"d":3}}},
[18:42:15.845] {"t":"Mediator","f":"component","a":"narrative"},
[18:42:15.846] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope10"}},
[18:42:15.846] {"t":"timeline","f":"play"},
[18:42:18.801] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":12.959246670361608,"y":-14.218802559189498},{"x":-14.87649173475802,"y":-25.47233778052032},{"x":-28.931721083354205,"y":3.3875034260563552},{"x":3.704325584694743,"y":8.084426745772362},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[18:42:18.850] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[18:42:18.852] {"t":"Mediator","f":"component","a":"narrative"},
[18:42:18.852] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope11"}},
[18:42:18.852] {"t":"timeline","f":"play"},
[18:42:28.793] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":8,"p":{"x":2,"y":2,"z":2,"immediateRender":false}}]}}}}},
[18:42:28.815] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":2,"d":8}}},
[18:42:28.832] {"t":"timeline","f":"play"},
[18:42:28.831] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope12"}},
[18:42:28.831] {"t":"Mediator","f":"component","a":"narrative"},
[18:42:36.807] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":13.40648707933724,"y":6.189178100321442,"z":-9.85448207706213},{"x":-20.72439021198079,"y":11.457391921430826,"z":-28.231054118368775},{"x":-2.027571606449783,"y":-17.81109035247937,"z":-12.436621603555977},{"x":6.91864752676338,"y":-7.981722748372704,"z":-4.947234666906297},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[18:42:36.824] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[18:42:36.837] {"t":"Mediator","f":"component","a":"narrative"},
[18:42:36.838] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope13"}},
[18:42:36.838] {"t":"timeline","f":"play"},
[18:42:56.818] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":8,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}]}}}}},
[18:42:56.856] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":1,"d":8}}},
[18:42:56.872] {"t":"Mediator","f":"component","a":"narrative"},
[18:42:56.872] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope14"}},
[18:42:56.873] {"t":"timeline","f":"play"},
