[22:18:43.419] {"t":"camera3d","f":"place","a":12},
[22:19:11.925] {"t":"timeline","f":"play"},
[22:22:20.561] {"t":"camera3d","f":"dollyX+","a":49},
[22:22:20.582] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"x":10}}},
[22:22:20.584] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:20.633] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:20.633] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope5"}},
[22:22:20.633] {"t":"timeline","f":"play"},
[22:22:24.300] {"t":"camera3d","f":"dollyX+","a":50},
[22:22:24.319] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":10,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:24.339] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:24.340] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope6"}},
[22:22:24.340] {"t":"timeline","f":"play"},
[22:22:24.318] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"x":-10,"d":3}}},
[22:22:29.068] {"t":"camera3d","f":"dollyX+","a":50},
[22:22:29.085] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"x":-10,"d":3}}},
[22:22:29.085] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:29.098] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:29.099] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope7"}},
[22:22:29.099] {"t":"timeline","f":"play"},
[22:22:36.242] {"t":"camera3d","f":"dollyX+","a":49},
[22:22:36.259] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"x":10,"d":3}}},
[22:22:36.260] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":10,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:36.298] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:36.298] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope8"}},
[22:22:36.298] {"t":"timeline","f":"play"},
[22:22:40.176] {"t":"camera3d","f":"dollyX+","a":49},
[22:22:40.184] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"x":10,"d":3}}},
[22:22:40.185] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:40.202] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:40.203] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope9"}},
[22:22:40.203] {"t":"timeline","f":"play"},
[22:22:49.704] {"t":"camera3d","f":"dollyX+","a":49},
[22:22:49.742] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope10"}},
[22:22:49.743] {"t":"timeline","f":"play"},
[22:22:49.724] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"x":20}}},
[22:22:49.724] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:49.742] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:51.741] {"t":"camera3d","f":"dollyX+","a":50},
[22:22:51.758] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"x":-20}}},
[22:22:51.760] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":-20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:51.782] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:51.782] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope11"}},
[22:22:51.782] {"t":"timeline","f":"play"},
[22:22:53.524] {"t":"camera3d","f":"dollyX+","a":49},
[22:22:53.548] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"x":20}}},
[22:22:53.549] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:53.580] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:53.582] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope12"}},
[22:22:53.582] {"t":"timeline","f":"play"},
[22:22:59.230] {"t":"camera3d","f":"dollyX+","a":50},
[22:22:59.250] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyTo","a":{"x":-20,"d":3}}},
[22:22:59.250] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":-20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:22:59.285] {"t":"Mediator","f":"component","a":"narrative"},
[22:22:59.285] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope13"}},
[22:22:59.286] {"t":"timeline","f":"play"},
[22:23:05.280] {"t":"camera3d","f":"dollyX+","a":49},
[22:23:05.297] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyTo","a":{"x":20,"d":3}}},
[22:23:05.297] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:23:05.309] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:05.310] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope14"}},
[22:23:05.311] {"t":"timeline","f":"play"},
[22:23:17.368] {"t":"camera3d","f":"dollyY+","a":54},
[22:23:17.387] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"y":10}}},
[22:23:17.409] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:17.387] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":10,"z":0,"immediateRender":false}}]}}}}},
[22:23:17.409] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope15"}},
[22:23:17.410] {"t":"timeline","f":"play"},
[22:23:19.646] {"t":"camera3d","f":"dollyY-","a":55},
[22:23:19.665] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"y":-10}}},
[22:23:19.669] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:23:19.707] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:19.708] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope16"}},
[22:23:19.708] {"t":"timeline","f":"play"},
[22:23:21.431] {"t":"camera3d","f":"dollyY-","a":55},
[22:23:21.443] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"y":-10}}},
[22:23:21.443] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":-10,"z":0,"immediateRender":false}}]}}}}},
[22:23:21.463] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:21.464] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope17"}},
[22:23:21.464] {"t":"timeline","f":"play"},
[22:23:22.574] {"t":"camera3d","f":"dollyY+","a":54},
[22:23:22.591] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"y":10}}},
[22:23:22.592] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:23:22.626] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:22.626] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope18"}},
[22:23:22.626] {"t":"timeline","f":"play"},
[22:23:23.407] {"t":"camera3d","f":"dollyY-","a":55},
[22:23:23.443] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"y":-10}}},
[22:23:23.443] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":-10,"z":0,"immediateRender":false}}]}}}}},
[22:23:23.477] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:23.478] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope19"}},
[22:23:23.478] {"t":"timeline","f":"play"},
[22:23:24.504] {"t":"camera3d","f":"dollyY+","a":54},
[22:23:24.523] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"y":10}}},
[22:23:24.523] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:23:24.545] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:24.545] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope20"}},
[22:23:24.545] {"t":"timeline","f":"play"},
[22:23:29.763] {"t":"camera3d","f":"dollyY-","a":55},
[22:23:29.781] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"y":-10,"d":3}}},
[22:23:29.781] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":-10,"z":0,"immediateRender":false}}]}}}}},
[22:23:29.816] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:29.816] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope21"}},
[22:23:29.816] {"t":"timeline","f":"play"},
[22:23:40.489] {"t":"camera3d","f":"dollyY+","a":54},
[22:23:40.511] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"y":10,"d":3}}},
[22:23:40.512] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:23:40.551] {"t":"Mediator","f":"component","a":"narrative"},
[22:23:40.552] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope22"}},
[22:23:40.552] {"t":"timeline","f":"play"},
[22:24:16.672] {"t":"camera3d","f":"dollyY+","a":54},
[22:24:16.686] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"y":10,"d":3}}},
[22:24:16.687] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":10,"z":0,"immediateRender":false}}]}}}}},
[22:24:16.718] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:16.718] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope23"}},
[22:24:16.718] {"t":"timeline","f":"play"},
[22:24:22.713] {"t":"camera3d","f":"dollyY-","a":55},
[22:24:22.730] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"y":-10,"d":3}}},
[22:24:22.730] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:24:22.759] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:22.759] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope24"}},
[22:24:22.761] {"t":"timeline","f":"play"},
[22:24:34.110] {"t":"camera3d","f":"dollyY+","a":54},
[22:24:34.121] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"y":10,"d":3}}},
[22:24:34.122] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":10,"z":0,"immediateRender":false}}]}}}}},
[22:24:34.151] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:34.151] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope25"}},
[22:24:34.152] {"t":"timeline","f":"play"},
[22:24:41.893] {"t":"camera3d","f":"dollyY-","a":55},
[22:24:41.916] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyTo","a":{"y":-20,"d":3}}},
[22:24:41.917] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":-20,"z":0,"immediateRender":false}}]}}}}},
[22:24:41.953] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:41.953] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope26"}},
[22:24:41.953] {"t":"timeline","f":"play"},
[22:24:47.908] {"t":"camera3d","f":"dollyY+","a":54},
[22:24:47.917] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyTo","a":{"y":20,"d":3}}},
[22:24:47.917] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":20,"z":0,"immediateRender":false}}]}}}}},
[22:24:47.947] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:47.947] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope27"}},
[22:24:47.947] {"t":"timeline","f":"play"},
[22:24:52.791] {"t":"camera3d","f":"dollyY+","a":54},
[22:24:52.807] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"y":20}}},
[22:24:52.809] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":20,"z":0,"immediateRender":false}}]}}}}},
[22:24:52.829] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:52.829] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope28"}},
[22:24:52.829] {"t":"timeline","f":"play"},
[22:24:54.489] {"t":"camera3d","f":"dollyY-","a":55},
[22:24:54.507] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"y":-20}}},
[22:24:54.530] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope29"}},
[22:24:54.530] {"t":"timeline","f":"play"},
[22:24:54.510] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":-20,"z":0,"immediateRender":false}}]}}}}},
[22:24:54.530] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:55.730] {"t":"camera3d","f":"dollyY+","a":54},
[22:24:55.750] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"y":20}}},
[22:24:55.751] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":20,"z":0,"immediateRender":false}}]}}}}},
[22:24:55.770] {"t":"Mediator","f":"component","a":"narrative"},
[22:24:55.771] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope30"}},
[22:24:55.771] {"t":"timeline","f":"play"},
[22:25:04.718] {"t":"camera3d","f":"dollyZ+","a":79},
[22:25:04.738] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"z":10}}},
[22:25:04.738] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":20,"z":10,"immediateRender":false}}]}}}}},
[22:25:04.774] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:04.774] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope31"}},
[22:25:04.774] {"t":"timeline","f":"play"},
[22:25:06.230] {"t":"camera3d","f":"dollyZ-","a":80},
[22:25:06.251] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"z":-10}}},
[22:25:06.252] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":20,"y":20,"z":0,"immediateRender":false}}]}}}}},
[22:25:06.291] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:06.291] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope32"}},
[22:25:06.291] {"t":"timeline","f":"play"},
[22:25:10.420] {"t":"camera3d","f":"dollyZ+","a":79},
[22:25:10.436] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"z":10,"d":3}}},
[22:25:10.437] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":20,"z":10,"immediateRender":false}}]}}}}},
[22:25:10.450] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:10.451] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope33"}},
[22:25:10.451] {"t":"timeline","f":"play"},
[22:25:16.149] {"t":"camera3d","f":"dollyZ-","a":80},
[22:25:16.164] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"z":-10,"d":3}}},
[22:25:16.165] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":20,"z":0,"immediateRender":false}}]}}}}},
[22:25:16.193] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:16.194] {"t":"timeline","f":"play"},
[22:25:16.194] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope34"}},
[22:25:33.212] {"t":"camera3d","f":"dollyZ+","a":79},
[22:25:33.225] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyTo","a":{"z":20,"d":3}}},
[22:25:33.226] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":20,"z":20,"immediateRender":false}}]}}}}},
[22:25:33.261] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:33.263] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope35"}},
[22:25:33.263] {"t":"timeline","f":"play"},
[22:25:38.742] {"t":"camera3d","f":"dollyZ-","a":80},
[22:25:38.761] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyTo","a":{"z":-20,"d":3}}},
[22:25:38.764] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":20,"y":20,"z":-20,"immediateRender":false}}]}}}}},
[22:25:38.807] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:38.807] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope36"}},
[22:25:38.807] {"t":"timeline","f":"play"},
[22:25:49.337] {"t":"camera3d","f":"yaw cw","a":72},
[22:25:49.357] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"yawcutBy","a":{"r":0.3927}}},
[22:25:49.361] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":0,"p":{"y":0.3927,"immediateRender":false}}]}}}}},
[22:25:49.394] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:49.394] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope37"}},
[22:25:49.395] {"t":"timeline","f":"play"},
[22:25:57.856] {"t":"camera3d","f":"yaw cw","a":72},
[22:25:57.874] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"yawflyBy","a":{"r":0.3927,"d":3}}},
[22:25:57.875] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:rotation":[{"dur":3,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[22:25:57.910] {"t":"Mediator","f":"component","a":"narrative"},
[22:25:57.910] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope38"}},
[22:25:57.910] {"t":"timeline","f":"play"},
[22:26:17.370] {"t":"camera3d","f":"home/center","a":77},
[22:26:17.384] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"home"}},
[22:26:17.385] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:scale":[{"dur":3,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[22:26:17.442] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope39"}},
[22:26:17.443] {"t":"timeline","f":"play"},
[22:26:17.442] {"t":"Mediator","f":"component","a":"narrative"},
[22:26:25.068] {"t":"camera3d","f":"zoom in","a":65},
[22:26:25.087] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"zoomflyBy","a":{"s":0.9,"d":3}}},
[22:26:25.087] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":3,"p":{"x":0.9,"y":0.9,"z":0.9,"immediateRender":false}}]}}}}},
[22:26:25.119] {"t":"Mediator","f":"component","a":"narrative"},
[22:26:25.120] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope40"}},
[22:26:25.122] {"t":"timeline","f":"play"},
[22:26:30.830] {"t":"camera3d","f":"dollyZ-","a":80},
[22:26:30.849] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"z":-10,"d":3}}},
[22:26:30.850] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":-10,"immediateRender":false}}]}}}}},
[22:26:30.869] {"t":"Mediator","f":"component","a":"narrative"},
[22:26:30.869] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope41"}},
[22:26:30.869] {"t":"timeline","f":"play"},
[22:26:36.937] {"t":"camera3d","f":"dollyX+","a":49},
[22:26:36.958] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"x":10}}},
[22:26:36.959] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":10,"y":0,"z":-10,"immediateRender":false}}]}}}}},
[22:26:37.017] {"t":"Mediator","f":"component","a":"narrative"},
[22:26:37.018] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope42"}},
[22:26:37.018] {"t":"timeline","f":"play"},
[22:26:44.751] {"t":"camera3d","f":"home/center","a":77},
[22:26:44.771] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"center"}},
